,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
1,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT LUXURY,"4,800","1,830","1,475","2,730"
2,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT TRANSFORM,"4,800","1,830","1,475","2,730"
3,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL DLX AUTO,"4,800","1,830","1,475","2,730"
4,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL SUP AUTO,"4,800","1,830","1,475","2,730"
5,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL SAFETY AUTO,"4,800","1,830","1,475","2,730"
1,르노삼성 QM5::2.0 DCI SE 2WD,"4,520","1,855","1,695","2,690"
2,르노삼성 QM5::2.0 DCI SE PLUS 2WD,"4,520","1,855","1,695","2,690"
3,르노삼성 QM5::2.0 DCI SE 2WD AUTO,"4,520","1,855","1,695","2,690"
4,르노삼성 QM5::2.0 DCI SE PLUS 2WD AUTO,"4,520","1,855","1,695","2,690"
5,르노삼성 QM5::2.0 DCI LE 2WD AUTO,"4,520","1,855","1,695","2,690"
6,르노삼성 QM5::2.0 DCI LE PLUS 2WD AUTO,"4,520","1,855","1,695","2,690"
7,르노삼성 QM5::2.0 DCI RE 2WD AUTO,"4,520","1,855","1,695","2,690"
1,르노삼성 QM5::2.0 DCI LE 4WD AUTO,"4,520","1,855","1,695","2,690"
2,르노삼성 QM5::2.0 DCI LE PLUS 4WD SPORTY,"4,520","1,855","1,695","2,690"
3,르노삼성 QM5::2.0 DCI LE PLUS 4WD AUTO,"4,520","1,855","1,695","2,690"
4,르노삼성 QM5::2.0 DCI RE 4WD AUTO,"4,520","1,855","1,695","2,690"
1,르노삼성 QM5::2.5 CVTC LE25 PLUS 2WD CITY CVT,"4,520","1,855","1,695","2,690"
2,르노삼성 QM5::2.5 CVTC RE25 2WD CITY CVT,"4,520","1,855","1,695","2,690"
1,르노삼성 SM3 뉴 제너레이션::1.6 PE,"4,510","1,710","1,440","2,535"
2,르노삼성 SM3 뉴 제너레이션::1.6 PE AUTO,"4,510","1,710","1,440","2,535"
3,르노삼성 SM3 뉴 제너레이션::1.6 SE,"4,510","1,710","1,440","2,535"
4,르노삼성 SM3 뉴 제너레이션::1.6 SE AUTO,"4,510","1,710","1,440","2,535"
5,르노삼성 SM3 뉴 제너레이션::1.6 LE,"4,510","1,710","1,440","2,535"
6,르노삼성 SM3 뉴 제너레이션::1.6 NEO,"4,510","1,710","1,440","2,535"
7,르노삼성 SM3 뉴 제너레이션::1.6 LE AUTO,"4,510","1,710","1,440","2,535"
8,르노삼성 SM3 뉴 제너레이션::1.6 NEO AUTO,"4,510","1,710","1,440","2,535"
1,르노삼성 SM5 뉴 임프레션::2.0 PE AUTO,"4,905","1,787","1,475","2,775"
2,르노삼성 SM5 뉴 임프레션::2.0 SE AUTO,"4,905","1,787","1,475","2,775"
3,르노삼성 SM5 뉴 임프레션::2.0 SE PLUS AUTO,"4,905","1,787","1,475","2,775"
4,르노삼성 SM5 뉴 임프레션::2.0 XE AUTO,"4,905","1,787","1,475","2,775"
5,르노삼성 SM5 뉴 임프레션::2.0 LE AUTO,"4,905","1,787","1,475","2,775"
6,르노삼성 SM5 뉴 임프레션::2.0 LE EXCLUSIVE AUTO,"4,905","1,787","1,475","2,775"
7,르노삼성 SM5 뉴 임프레션::2.0 LE PLUS AUTO,"4,905","1,787","1,475","2,775"
1,르노삼성 SM7 뉴 아트::2.3 SE AUTO,"4,950","1,785","1,475","2,775"
2,르노삼성 SM7 뉴 아트::2.3 LE AUTO,"4,950","1,785","1,475","2,775"
3,르노삼성 SM7 뉴 아트::2.3 RE AUTO,"4,950","1,785","1,475","2,775"
4,르노삼성 SM7 뉴 아트::3.5 RE35 AUTO,"4,950","1,785","1,475","2,775"
1,현대 아반떼 HD::1.6 VVT E16 VALUE,"4,505","1,775","1,480","2,650"
2,현대 아반떼 HD::1.6 VVT E16 VALUE, , , , 
3,현대 아반떼 HD::1.6 VVT E16 DELUXE,"4,505","1,775","1,480","2,650"
4,현대 아반떼 HD::1.6 VVT E16 DELUXE, , , , 
5,현대 아반떼 HD::1.6 VVT S16 LUXURY,"4,505","1,775","1,480","2,650"
6,현대 아반떼 HD::1.6 VVT S16 LUXURY, , , , 
7,현대 아반떼 HD::1.6 VVT S16 5 Million 스페셜 모델,"4,505","1,775","1,480","2,650"
8,현대 아반떼 HD::1.6 VVT S16 PREMIER,"4,505","1,775","1,480","2,650"
9,현대 아반떼 HD::1.6 VVT S16 PREMIER, , , , 
10,현대 아반떼 HD::1.6 VVT S16 ELEGANCE SPECIAL,"4,505","1,775","1,480","2,650"
11,현대 아반떼 HD::1.6 VVT S16 TOP,"4,505","1,775","1,480","2,650"
12,현대 아반떼 HD::1.6 VVT X16 PREMIER,"4,505","1,775","1,480","2,650"
13,현대 아반떼 HD::1.6 VVT X16 PREMIER, , , , 
14,현대 아반떼 HD::1.6 VVT X16 TOP,"4,505","1,775","1,480","2,650"
15,현대 아반떼 HD::1.6 VVT X16 TOP, , , , 
1,현대 아반떼 HD::1.6 VGT E16 VALUE,"4,505","1,775","1,480","2,650"
2,현대 아반떼 HD::1.6 VGT E16 VALUE, , , , 
3,현대 아반떼 HD::1.6 VGT E16 DELUXE,"4,505","1,775","1,480","2,650"
4,현대 아반떼 HD::1.6 VGT E16 DELUXE, , , , 
5,현대 아반떼 HD::1.6 VGT S16 LUXURY,"4,505","1,775","1,480","2,650"
6,현대 아반떼 HD::1.6 VGT S16 LUXURY, , , , 
7,현대 아반떼 HD::1.6 VGT S16 PREMIER,"4,505","1,775","1,480","2,650"
8,현대 아반떼 HD::1.6 VGT S16 PREMIER, , , , 
9,현대 아반떼 HD::1.6 VGT S16 TOP,"4,505","1,775","1,480","2,650"
1,현대 i30::1.6 VVT TRENDY,"4,245","1,775","1,480","2,650"
2,현대 i30::1.6 VVT DELUXE,"4,245","1,775","1,480","2,650"
3,현대 i30::1.6 VVT LUXURY,"4,245","1,775","1,480","2,650"
4,현대 i30::1.6 VVT PREMIER AUTO,"4,245","1,775","1,480","2,650"
5,현대 i30::1.6 VVT EXTREME AUTO,"4,245","1,775","1,480","2,650"
6,현대 i30::2.0 VVT LUXURY,"4,245","1,775","1,480","2,650"
1,현대 i30::1.6 VGT LUXURY,"4,245","1,775","1,480","2,650"
1,기아 모하비::3.8 JV380 2WD ESSENCE AUTO,"4,880","1,915","1,810","2,895"
2,기아 모하비::3.8 QV380 2WD DLX AUTO,"4,880","1,915","1,810","2,895"
3,기아 모하비::3.8 KV380 2WD DLX AUTO,"4,880","1,915","1,810","2,895"
4,기아 모하비::4.6 KV460 4WD SUP AUTO,"4,880","1,915","1,810","2,895"
1,현대 투싼::2.0 VGT 2WD JX STD,"4,325","1,800","1,680","2,630"
2,현대 투싼::2.0 VGT 2WD MILLION SPECIAL AUTO,"4,325","1,800","1,680","2,630"
3,현대 투싼::2.0 VGT 2WD MX DLX,"4,325","1,830","1,730","2,630"
4,현대 투싼::2.0 VGT 2WD MX SUP,"4,325","1,830","1,730","2,630"
5,현대 투싼::2.0 VGT 2WD MX STYLE PACK AUTO,"4,325","1,830","1,730","2,630"
6,현대 투싼::2.0 VGT 2WD MXL DLX AUTO,"4,325","1,830","1,730","2,630"
7,현대 투싼::2.0 VGT 2WD MXL SUP AUTO,"4,325","1,830","1,730","2,630"
1,현대 투싼::2.0 VGT 4WD JX,"4,325","1,830","1,730","2,630"
2,현대 투싼::2.0 VGT 4WD MX,"4,325","1,830","1,730","2,630"
3,현대 투싼::2.0 VGT 4WD MXL,"4,325","1,830","1,730","2,630"
1,현대 투싼::2.0 VVT 2WD WANNABE AUTO,"4,325","1,800","1,680","2,630"
2,현대 투싼::2.0 VVT 2WD MILLION SPECIAL AUTO,"4,325","1,800","1,680","2,630"
3,현대 투싼::2.0 VVT 2WD MX AUTO,"4,325","1,830","1,730","2,630"
4,현대 투싼::2.0 VVT 2WD MXL AUTO,"4,325","1,830","1,730","2,630"
1,한국GM 라세티 프리미어::1.6 SE,"4,600","1,790","1,475","2,685"
2,한국GM 라세티 프리미어::1.6 SE DLX,"4,600","1,790","1,475","2,685"
3,한국GM 라세티 프리미어::1.6 SE AUTO,"4,600","1,790","1,475","2,685"
4,한국GM 라세티 프리미어::1.6 SE DLX AUTO,"4,600","1,790","1,475","2,685"
5,한국GM 라세티 프리미어::1.6 SX STD,"4,600","1,790","1,475","2,685"
6,한국GM 라세티 프리미어::1.6 SX DLX,"4,600","1,790","1,475","2,685"
7,한국GM 라세티 프리미어::1.6 CDX STD,"4,600","1,790","1,475","2,685"
8,한국GM 라세티 프리미어::1.6 SX STD AUTO,"4,600","1,790","1,475","2,685"
9,한국GM 라세티 프리미어::1.6 CDX DLX,"4,600","1,790","1,475","2,685"
10,한국GM 라세티 프리미어::1.6 SX DLX AUTO,"4,600","1,790","1,475","2,685"
11,한국GM 라세티 프리미어::1.6 CDX STD AUTO,"4,600","1,790","1,475","2,685"
12,한국GM 라세티 프리미어::1.6 CDX DLX AUTO,"4,600","1,790","1,475","2,685"
1,현대 i30::1.6 VVT TRENDY,"4,475","1,775","1,565","2,700"
2,현대 i30::1.6 VVT DELUXE,"4,475","1,775","1,565","2,700"
3,현대 i30::1.6 VVT LUXURY,"4,475","1,775","1,565","2,700"
4,현대 i30::2.0 VVT LUXURY AUTO,"4,475","1,775","1,565","2,700"
5,현대 i30::1.6 VVT PREMIER AUTO,"4,475","1,775","1,565","2,700"
6,현대 i30::2.0 VVT PREMIER AUTO,"4,475","1,775","1,565","2,700"
7,현대 i30::2.0 VVT EXTREME AUTO,"4,475","1,775","1,565","2,700"
1,현대 i30::1.6 VGT DELUXE,"4,475","1,775","1,565","2,700"
2,현대 i30::1.6 VGT LUXURY,"4,475","1,775","1,565","2,700"
3,현대 i30::1.6 VGT PREMIER AUTO,"4,475","1,775","1,565","2,700"
1,현대 베라크루즈::3.0 300X 2WD VALUE AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.0 300X 2WD DELUXE AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.0 300VX 2WD LUXURY AUTO,"4,840","1,945","1,750","2,805"
4,현대 베라크루즈::3.0 300VX 2WD PREMIER AUTO,"4,840","1,945","1,750","2,805"
5,현대 베라크루즈::3.0 300VX 2WD LUXURY MOZEN PACK AUTO,"4,840","1,945","1,750","2,805"
6,현대 베라크루즈::3.0 300VXL 2WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.0 300X 4WD DELUXE AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.0 300VX 4WD LUXURY AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.0 300VX 4WD PREMIER AUTO,"4,840","1,945","1,750","2,805"
4,현대 베라크루즈::3.0 300VX 4WD LUXURY MOZEN PACK AUTO,"4,840","1,945","1,750","2,805"
5,현대 베라크루즈::3.0 300VXL 4WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
6,현대 베라크루즈::3.0 300X 4WD VALUE AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.8 380X 2WD STYLE PACK AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.8 380VX 2WD NOBLE PACK AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.8 380VXL 2WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.8 380X 4WD STYLE PACK AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.8 380VX 4WD NOBLE PACK AUTO,"4,840","1,970","1,805","2,805"
3,현대 베라크루즈::3.8 380VXL 4WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,한국GM 윈스톰::2.0 VCDI LS DLX 2WD 7STR,"4,635","1,850","1,720","2,705"
2,한국GM 윈스톰::2.0 VCDI SMART PACK 2WD 5STR,"4,635","1,850","1,720","2,705"
3,한국GM 윈스톰::2.0 VCDI SMART PACK 2WD 7STR,"4,635","1,850","1,720","2,705"
4,한국GM 윈스톰::2.0 VCDI LT STD 2WD 7STR,"4,635","1,850","1,755","2,705"
5,한국GM 윈스톰::2.0 VCDI LT STD 4WD 7STR,"4,635","1,850","1,755","2,705"
6,한국GM 윈스톰::2.0 VCDI LT DLX 2WD 7STR,"4,635","1,850","1,755","2,705"
7,한국GM 윈스톰::2.0 VCDI LT DLX 4WD 7STR,"4,635","1,850","1,755","2,705"
8,한국GM 윈스톰::2.0 VCDI LT SUP 2WD 7STR AUTO,"4,635","1,850","1,755","2,705"
9,한국GM 윈스톰::2.0 VCDI LT SUP 4WD 7STR AUTO,"4,635","1,850","1,755","2,705"
10,한국GM 윈스톰::2.0 VCDI LTX SUP 4WD 7STR AUTO,"4,635","1,850","1,755","2,705"
1,한국GM 윈스톰::2.0 VCDI LS DLX 2WD 5STR,"4,635","1,850","1,755","2,705"
2,한국GM 윈스톰::2.0 VCDI LT STD 2WD 5STR,"4,635","1,850","1,755","2,705"
3,한국GM 윈스톰::2.0 VCDI LT STD 4WD 5STR,"4,635","1,850","1,755","2,705"
4,한국GM 윈스톰::2.0 VCDI LT DLX 2WD 5STR,"4,635","1,850","1,755","2,705"
5,한국GM 윈스톰::2.0 VCDI LT DLX 4WD 5STR,"4,635","1,850","1,755","2,705"
6,한국GM 윈스톰::2.0 VCDI LT SUP 2WD 5STR AUTO,"4,635","1,850","1,755","2,705"
7,한국GM 윈스톰::2.0 VCDI LT SUP 4WD 5STR AUTO,"4,635","1,850","1,755","2,705"
8,한국GM 윈스톰::2.0 VCDI LTX SUP 4WD 5STR AUTO,"4,635","1,850","1,755","2,705"
1,현대 뉴 클릭::1.4 DOHC N VALUE,"3,825","1,665","1,495","2,455"
2,현대 뉴 클릭::1.4 DOHC N VALUE PLUS PACK,"3,825","1,665","1,495","2,455"
3,현대 뉴 클릭::1.4 DOHC I DELUXE,"3,825","1,665","1,495","2,455"
4,현대 뉴 클릭::1.4 DOHC W LUXURY,"3,825","1,665","1,495","2,455"
5,현대 뉴 클릭::1.6 DOHC I DELUXE,"3,825","1,665","1,495","2,455"
6,현대 뉴 클릭::1.6 DOHC W PREMIER,"3,825","1,665","1,495","2,455"
7,현대 뉴 클릭::1.4 DOHC W LUXURY FANCY PACK I,"3,825","1,665","1,495","2,455"
8,현대 뉴 클릭::1.6 DOHC W PREMIER FANCY PACK II,"3,825","1,665","1,495","2,455"
1,현대 뉴 클릭::1.5 VGT N VALUE,"3,825","1,665","1,495","2,455"
2,현대 뉴 클릭::1.5 VGT I DELUXE,"3,825","1,665","1,495","2,455"
1,현대 아반떼 HD::1.6 VVT E16 VALUE,"4,505","1,775","1,480","2,650"
2,현대 아반떼 HD::1.6 VVT E16 DELUXE,"4,505","1,775","1,480","2,650"
3,현대 아반떼 HD::1.6 VVT S16 LUXURY,"4,505","1,775","1,480","2,650"
4,현대 아반떼 HD::1.6 VVT S16 PREMIER,"4,505","1,775","1,480","2,650"
5,현대 아반떼 HD::1.6 VVT X16 PREMIER,"4,505","1,775","1,480","2,650"
6,현대 아반떼 HD::1.6 VVT S16 5 MILLION SPECIAL AUTO,"4,505","1,775","1,480","2,650"
7,현대 아반떼 HD::1.6 VVT S16 ELEGANCE SPECIAL AUTO,"4,505","1,775","1,480","2,650"
8,현대 아반떼 HD::1.6 VVT X16 TOP,"4,505","1,775","1,480","2,650"
9,현대 아반떼 HD::1.6 VVT S16 TOP AUTO,"4,505","1,775","1,480","2,650"
1,현대 i30::1.6 VVT TRENDY,"4,245","1,775","1,480","2,650"
2,현대 i30::1.6 VVT DELUXE,"4,245","1,775","1,480","2,650"
3,현대 i30::1.6 VVT LUXURY,"4,245","1,775","1,480","2,650"
4,현대 i30::1.6 VVT PREMIER AUTO,"4,245","1,775","1,480","2,650"
5,현대 i30::1.6 VVT EXTREME AUTO,"4,245","1,775","1,480","2,650"
6,현대 i30::2.0 VVT LUXURY,"4,245","1,775","1,480","2,650"
7,현대 i30::2.0 VVT PREMIER AUTO,"4,245","1,775","1,480","2,650"
8,현대 i30::2.0 VVT EXTREME AUTO,"4,245","1,775","1,480","2,650"
1,현대 i30::1.6 VGT TRENDY,"4,245","1,775","1,480","2,650"
2,현대 i30::1.6 VGT DELUXE,"4,245","1,775","1,480","2,650"
3,현대 i30::1.6 VGT LUXURY,"4,245","1,775","1,480","2,650"
4,현대 i30::1.6 VGT PREMIER AUTO,"4,245","1,775","1,480","2,650"
1,현대 i30::1.6 VVT TRENDY,"4,475","1,775","1,565","2,700"
2,현대 i30::1.6 VVT DELUXE,"4,475","1,775","1,565","2,700"
3,현대 i30::1.6 VVT LUXURY,"4,475","1,775","1,565","2,700"
4,현대 i30::1.6 VVT PREMIER AUTO,"4,475","1,775","1,565","2,700"
5,현대 i30::2.0 VVT LUXURY AUTO,"4,475","1,775","1,565","2,700"
6,현대 i30::2.0 VVT PREMIER AUTO,"4,475","1,775","1,565","2,700"
7,현대 i30::2.0 VVT EXTREME AUTO,"4,475","1,775","1,565","2,700"
1,현대 i30::1.6 VGT DELUXE,"4,475","1,775","1,565","2,700"
2,현대 i30::1.6 VGT LUXURY,"4,475","1,775","1,565","2,700"
3,현대 i30::1.6 VGT PREMIER AUTO,"4,475","1,775","1,565","2,700"
1,현대 그랜저TG::Q240 STANDARD AUTO,"4,895","1,865","1,490","2,780"
2,현대 그랜저TG::Q240 DELUXE AUTO,"4,895","1,865","1,490","2,780"
3,현대 그랜저TG::Q270 DELUXE AUTO,"4,895","1,850","1,490","2,780"
4,현대 그랜저TG::Q270 LUXURY AUTO,"4,895","1,850","1,490","2,780"
5,현대 그랜저TG::Q270 LUXURY SMART PACK AUTO,"4,895","1,850","1,490","2,780"
6,현대 그랜저TG::Q270 PREMIER AUTO,"4,895","1,850","1,490","2,780"
7,현대 그랜저TG::Q270 PREMIER SMART PACK AUTO,"4,895","1,850","1,490","2,780"
8,현대 그랜저TG::L330 TOP AUTO,"4,895","1,850","1,495","2,780"
9,현대 그랜저TG::L330 TOP MEMORY PACK AUTO,"4,895","1,850","1,495","2,780"
10,현대 그랜저TG::L330 TOP PREMIUM PACK AUTO,"4,895","1,850","1,495","2,780"
11,현대 그랜저TG::L330 TOP BROWN PACK AUTO,"4,895","1,850","1,495","2,780"
1,현대 제네시스 (BH)::3.3 BH330 GRAND AUTO,"4,975","1,890","1,480","2,935"
2,현대 제네시스 (BH)::3.3 BH330 GRAND PRIME PACK AUTO,"4,975","1,890","1,480","2,935"
3,현대 제네시스 (BH)::3.3 BH330 LUXURY AUTO,"4,975","1,890","1,480","2,935"
4,현대 제네시스 (BH)::3.8 BH380 LUXURY AUTO,"4,975","1,890","1,480","2,935"
5,현대 제네시스 (BH)::3.3 BH330 LUXURY PRIME PACK AUTO,"4,975","1,890","1,480","2,935"
6,현대 제네시스 (BH)::3.8 BH380 ROYAL AUTO,"4,975","1,890","1,480","2,935"
7,현대 제네시스 (BH)::3.3 BH330 LUXURY VIP PACK AUTO,"4,975","1,890","1,480","2,935"
8,현대 제네시스 (BH)::3.8 BH380 ROYAL VIP PACK AUTO,"4,975","1,890","1,480","2,935"
1,현대 제네시스 쿠페::COUPE 2.0 TCI TURBO D,"4,630","1,865","1,385","2,820"
2,현대 제네시스 쿠페::COUPE 2.0 TCI TURBO P,"4,630","1,865","1,385","2,820"
3,현대 제네시스 쿠페::COUPE 2.0 TCI TURBO R,"4,630","1,865","1,385","2,820"
4,현대 제네시스 쿠페::COUPE 3.8 RS GT-P,"4,630","1,865","1,385","2,820"
5,현대 제네시스 쿠페::COUPE 3.8 RS GT-R,"4,630","1,865","1,385","2,820"
1,현대 싼타페 (CM)::2.0 VGT 2WD CLX DLX AUTO,"4,675","1,890","1,725","2,700"
2,현대 싼타페 (CM)::2.0 VGT 2WD CLX SUP AUTO,"4,675","1,890","1,795","2,700"
3,현대 싼타페 (CM)::2.0 VGT 2WD STYLE PACK AUTO,"4,675","1,890","1,725","2,700"
4,현대 싼타페 (CM)::2.0 VGT 2WD MLX DELUXE AUTO,"4,675","1,890","1,725","2,700"
5,현대 싼타페 (CM)::2.0 VGT 2WD MLX DLX AUTO,"4,675","1,890","1,795","2,700"
6,현대 싼타페 (CM)::2.0 VGT 2WD SLX DLX AUTO,"4,675","1,890","1,725","2,700"
1,현대 싼타페 (CM)::2.2 VGT 2WD MLX STD,"4,675","1,890","1,725","2,700"
2,현대 싼타페 (CM)::2.2 VGT 2WD STYLE PACK AUTO,"4,675","1,890","1,795","2,700"
3,현대 싼타페 (CM)::2.2 VGT 2WD MLX DLX AUTO,"4,675","1,890","1,795","2,700"
4,현대 싼타페 (CM)::2.2 VGT 2WD SLX DLX AUTO,"4,675","1,890","1,795","2,700"
5,현대 싼타페 (CM)::2.2 VGT 2WD SLX SUP AUTO,"4,675","1,890","1,795","2,700"
1,현대 싼타페 (CM)::2.2 VGT 4WD CLX STD,"4,675","1,890","1,725","2,700"
2,현대 싼타페 (CM)::2.2 VGT 4WD MLX STD,"4,675","1,890","1,725","2,700"
3,현대 싼타페 (CM)::2.2 VGT 4WD CLX DLX AUTO,"4,675","1,890","1,795","2,700"
4,현대 싼타페 (CM)::2.2 VGT 4WD MLX DLX AUTO,"4,675","1,890","1,795","2,700"
5,현대 싼타페 (CM)::2.2 VGT 4WD SLX SUP AUTO,"4,675","1,890","1,795","2,700"
1,현대 베라크루즈::3.0 300X 2WD VALUE AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.0 V6 300X 2WD DELUXE AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.0 V6 300VX 2WD LUXURY AUTO,"4,840","1,945","1,750","2,805"
4,현대 베라크루즈::3.0 V6 300VX 2WD PREMIER AUTO,"4,840","1,945","1,750","2,805"
5,현대 베라크루즈::3.0 V6 300VX 2WD LUXURY MOZEN PACK AUTO,"4,840","1,945","1,750","2,805"
6,현대 베라크루즈::3.0 V6 300VXL 2WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.0 300X 4WD VALUE AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.0 V6 300X 4WD DELUXE AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.0 V6 300VX 4WD LUXURY AUTO,"4,840","1,945","1,750","2,805"
4,현대 베라크루즈::3.0 V6 300VX 4WD PREMIER AUTO,"4,840","1,945","1,750","2,805"
5,현대 베라크루즈::3.0 V6 300VX 4WD LUXURY MOZEN PACK AUTO,"4,840","1,945","1,750","2,805"
6,현대 베라크루즈::3.0 V6 300VXL 4WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.8 380X 2WD STYLE PACK AUTO,"4,840","1,945","1,750","2,805"
2,현대 베라크루즈::3.8 V6 380VX 2WD NOBLE PACK AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.8 V6 380VXL 2WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
1,현대 베라크루즈::3.8 V6 380VX 4WD NOBLE PACK AUTO,"4,840","1,970","1,805","2,805"
2,현대 베라크루즈::3.8 V6 380VXL 4WD PREMIUM AUTO,"4,840","1,945","1,750","2,805"
3,현대 베라크루즈::3.8 380X 4WD STYLE PACK AUTO,"4,840","1,945","1,750","2,805"
1,현대 베르나(MC)::1.4 DOHC VALUE,"4,280","1,695","1,470","2,500"
2,현대 베르나(MC)::1.4 DOHC VALUE PLUS PACK,"4,280","1,695","1,470","2,500"
3,현대 베르나(MC)::1.4 DOHC DELUXE,"4,280","1,695","1,470","2,500"
4,현대 베르나(MC)::1.6 VVT DELUXE,"4,280","1,695","1,470","2,500"
5,현대 베르나(MC)::1.4 DOHC ELEGANCE,"4,280","1,695","1,470","2,500"
6,현대 베르나(MC)::1.6 VVT LUXURY,"4,280","1,695","1,470","2,500"
7,현대 베르나(MC)::1.6 VVT ELEGANCE,"4,280","1,695","1,470","2,500"
8,현대 베르나(MC)::1.6 VVT PREMIER,"4,280","1,695","1,470","2,500"
1,현대 베르나(MC)::1.6 VVT ELEGANCE,"4,045","1,695","1,470","2,500"
2,현대 베르나(MC)::1.6 VVT PREMIER,"4,045","1,695","1,470","2,500"
1,현대 쏘나타 트랜스폼(NF)::2.0 N20 DELUXE,"4,800","1,830","1,475","2,730"
2,현대 쏘나타 트랜스폼(NF)::2.0 N20 LUXURY,"4,800","1,830","1,475","2,730"
3,현대 쏘나타 트랜스폼(NF)::2.0 N20 TRANSFORM,"4,800","1,830","1,475","2,730"
4,현대 쏘나타 트랜스폼(NF)::2.0 N20 ELEGANCE SPECIAL DLX AUTO,"4,800","1,830","1,475","2,730"
5,현대 쏘나타 트랜스폼(NF)::2.0 N20 TRANSFORM SAFETY PACK AUTO,"4,800","1,830","1,475","2,730"
6,현대 쏘나타 트랜스폼(NF)::2.0 N20 ELEGANCE SPECIAL SUP AUTO,"4,800","1,830","1,475","2,730"
7,현대 쏘나타 트랜스폼(NF)::2.0 N20 ELEGANCE SPECIAL DLX SAFETY AUT,"4,800","1,830","1,475","2,730"
8,현대 쏘나타 트랜스폼(NF)::2.0 N20 PREMIER BLACK DLX AUTO,"4,800","1,830","1,475","2,730"
9,현대 쏘나타 트랜스폼(NF)::2.0 N20 PREMIER BLACK SUP AUTO,"4,800","1,830","1,475","2,730"
10,현대 쏘나타 트랜스폼(NF)::2.0 N20 ELEGANCE SPECIAL SAFETY AUTO,"4,800","1,830","1,475","2,730"
11,현대 쏘나타 트랜스폼(NF)::2.0 N20 PREMIER BLACK DLX SAFETY AUTO,"4,800","1,830","1,475","2,730"
12,현대 쏘나타 트랜스폼(NF)::2.0 N20 PREMIER BLACK SAFETY PACK AUTO,"4,800","1,830","1,475","2,730"
13,현대 쏘나타 트랜스폼(NF)::2.4 F24 ELEGANCE SPECIAL AUTO,"4,800","1,830","1,475","2,730"
14,현대 쏘나타 트랜스폼(NF)::2.4 F24S PREMIER BLACK AUTO,"4,800","1,830","1,475","2,730"
15,현대 쏘나타 트랜스폼(NF)::2.4 F24S PREMIER BLACK SAFETY PACK AUTO,"4,800","1,830","1,475","2,730"
16,현대 쏘나타 트랜스폼(NF)::2.0 N20 SMART BLACK PACK AUTO,"4,800","1,830","1,475","2,730"
1,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT LUXURY,"4,800","1,830","1,475","2,730"
2,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT TRANSFORM,"4,800","1,830","1,475","2,730"
3,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL DLX AUTO,"4,800","1,830","1,475","2,730"
4,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL SUP AUTO,"4,800","1,830","1,475","2,730"
5,현대 쏘나타 트랜스폼(NF)::2.0 N20 VGT ELEGANCE SPECIAL SAFETY AUTO,"4,800","1,830","1,475","2,730"
1,현대 에쿠스::3.3 JS DLX AUTO,"5,120","1,870","1,480","2,840"
2,현대 에쿠스::3.3 JS LUXURY AUTO,"5,120","1,870","1,480","2,840"
3,현대 에쿠스::3.3 JS PREMIER AUTO,"5,120","1,870","1,480","2,840"
4,현대 에쿠스::3.3 JS ALCANTARA SELECTION AUTO,"5,120","1,870","1,480","2,840"
5,현대 에쿠스::3.8 JS DLX AUTO,"5,120","1,870","1,480","2,840"
6,현대 에쿠스::3.3 JS PREMIER VIP AUTO,"5,120","1,870","1,480","2,840"
7,현대 에쿠스::3.8 JS LUXURY AUTO,"5,120","1,870","1,480","2,840"
